PID,SalePrice,Lot Area,Street,Alley,Lot Config,Land Slope,County,State,District_ID,Bldg Type,Overall Cond,Year Built,Year Remod/Add,Exterior,Exter Cond,Bsmt Unf SF,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Open Porch SF,Enclosed Porch,Pool Area,Fence,Sale Condition
539040066,415000,20270,Pave,NA,CulDSac,Gtl,Benewah,ID,23,1Fam,6,1979,1979,Plywood,TA,925,1524,Y,1524,0,1524,1,0,2,0,3,7,2,Attchd,2,0,0,0,NA,Normal
135650288,415000,20270,Pave,NA,CulDSac,Gtl,Carbon,WY,23,1Fam,6,1979,1979,Plywood,TA,925,1524,Y,1524,0,1524,1,0,2,0,3,7,2,Attchd,2,0,0,0,NA,Normal
853254929,362350,10400,Pave,NA,Inside,Gtl,Beaver,UT,73,1Fam,5,1979,1999,MetalSd,TA,356,1259,Y,1353,0,1353,1,0,2,0,2,5,1,Attchd,2,141,0,0,NA,Normal
519342337,362350,10400,Pave,NA,Inside,Gtl,Kootenai,ID,73,1Fam,5,1979,1999,MetalSd,TA,356,1259,Y,1353,0,1353,1,0,2,0,2,5,1,Attchd,2,141,0,0,NA,Normal
708858861,305960,7032,Pave,NA,Corner,Gtl,Sevier,UT,62,Duplex,5,1979,1979,MetalSd,TA,0,943,Y,943,0,943,1,0,1,0,2,4,2,Detchd,2,0,0,0,NA,Normal
571929314,305960,7032,Pave,NA,Corner,Gtl,Elmore,ID,62,Duplex,5,1979,1979,MetalSd,TA,0,943,Y,943,0,943,1,0,1,0,2,4,2,Detchd,2,0,0,0,NA,Normal
888001855,304900,6950,Pave,NA,Inside,Gtl,Tooele,UT,29,1Fam,7,1979,1979,HdBoard,TA,132,914,Y,914,0,914,1,0,1,0,2,5,0,Attchd,2,0,0,0,NA,Normal
403454578,304900,6950,Pave,NA,Inside,Gtl,Cassia,ID,29,1Fam,7,1979,1979,HdBoard,TA,132,914,Y,914,0,914,1,0,1,0,2,5,0,Attchd,2,0,0,0,NA,Normal
185293749,304900,6950,Pave,NA,Inside,Gtl,Albany,WY,29,1Fam,7,1979,1979,HdBoard,TA,132,914,Y,914,0,914,1,0,1,0,2,5,0,Attchd,2,0,0,0,NA,Normal
879510436,377500,10240,Pave,NA,Inside,Gtl,Beaver,UT,74,1Fam,6,1980,1980,Plywood,Gd,0,1686,Y,1686,0,1686,1,0,2,0,3,7,1,Attchd,2,131,0,0,NA,Normal
459206454,377500,10240,Pave,NA,Inside,Gtl,Kootenai,ID,74,1Fam,6,1980,1980,Plywood,Gd,0,1686,Y,1686,0,1686,1,0,2,0,3,7,1,Attchd,2,131,0,0,NA,Normal
871251832,357500,14115,Pave,NA,Inside,Gtl,Beaver,UT,74,1Fam,5,1980,1980,Plywood,TA,336,1372,Y,1472,0,1472,1,0,2,0,3,6,2,Attchd,2,48,0,0,NA,Normal
565266082,357500,14115,Pave,NA,Inside,Gtl,Kootenai,ID,74,1Fam,5,1980,1980,Plywood,TA,336,1372,Y,1472,0,1472,1,0,2,0,3,6,2,Attchd,2,48,0,0,NA,Normal
716558506,384000,3760,Pave,NA,CulDSac,Gtl,Morgan,UT,47,Twnhs,5,1980,1980,Wd Sdng,TA,44,1235,Y,1235,0,1235,1,0,1,0,1,4,3,Attchd,2,78,0,0,NA,Normal
512833180,384000,3760,Pave,NA,CulDSac,Gtl,Valley,ID,47,Twnhs,5,1980,1980,Wd Sdng,TA,44,1235,Y,1235,0,1235,1,0,1,0,1,4,3,Attchd,2,78,0,0,NA,Normal
133526340,384000,3760,Pave,NA,CulDSac,Gtl,Weston,WY,47,Twnhs,5,1980,1980,Wd Sdng,TA,44,1235,Y,1235,0,1235,1,0,1,0,1,4,3,Attchd,2,78,0,0,NA,Normal
735935651,339000,10464,Pave,NA,FR3,Gtl,Beaver,UT,75,1Fam,6,1980,1980,HdBoard,TA,138,988,Y,1102,0,1102,1,0,1,0,2,5,1,Attchd,2,22,0,0,NA,Normal
526256764,339000,10464,Pave,NA,FR3,Gtl,Kootenai,ID,75,1Fam,6,1980,1980,HdBoard,TA,138,988,Y,1102,0,1102,1,0,1,0,2,5,1,Attchd,2,22,0,0,NA,Normal
701608973,310000,7200,Pave,Grvl,Inside,Gtl,Piute,UT,78,Duplex,5,1980,1980,MetalSd,TA,0,936,Y,936,0,936,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
433917266,310000,7200,Pave,Grvl,Inside,Gtl,Lewis,ID,78,Duplex,5,1980,1980,MetalSd,TA,0,936,Y,936,0,936,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
739066850,321000,1950,Pave,NA,Inside,Gtl,Juab,UT,9,Twnhs,6,1980,1980,MetalSd,Gd,23,716,Y,716,840,1556,1,0,2,1,3,6,1,Attchd,2,0,0,0,GdPrv,Normal
571089470,321000,1950,Pave,NA,Inside,Gtl,Adams,ID,9,Twnhs,6,1980,1980,MetalSd,Gd,23,716,Y,716,840,1556,1,0,2,1,3,6,1,Attchd,2,0,0,0,GdPrv,Normal
193047866,321000,1950,Pave,NA,Inside,Gtl,Park,WY,9,Twnhs,6,1980,1980,MetalSd,Gd,23,716,Y,716,840,1556,1,0,2,1,3,6,1,Attchd,2,0,0,0,GdPrv,Normal
867379212,304900,7252,Pave,NA,CulDSac,Gtl,Duchesne,UT,82,1Fam,5,1982,1982,Wd Sdng,TA,173,858,Y,858,0,858,1,0,1,0,2,5,0,Detchd,2,0,0,0,NA,Normal
490305560,304900,7252,Pave,NA,CulDSac,Gtl,Madison,ID,82,1Fam,5,1982,1982,Wd Sdng,TA,173,858,Y,858,0,858,1,0,1,0,2,5,0,Detchd,2,0,0,0,NA,Normal
729054516,299500,7599,Pave,NA,Corner,Gtl,Millard,UT,58,1Fam,6,1982,2006,HdBoard,TA,280,845,Y,845,0,845,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
507681836,299500,7599,Pave,NA,Corner,Gtl,Bingham,ID,58,1Fam,6,1982,2006,HdBoard,TA,280,845,Y,845,0,845,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
207910803,299500,7599,Pave,NA,Corner,Gtl,Johnson,WY,58,1Fam,6,1982,2006,HdBoard,TA,280,845,Y,845,0,845,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
716186122,307000,8740,Pave,NA,Inside,Gtl,Duchesne,UT,81,1Fam,6,1982,1982,HdBoard,TA,168,840,Y,860,0,860,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
409752933,307000,8740,Pave,NA,Inside,Gtl,Madison,ID,81,1Fam,6,1982,1982,HdBoard,TA,168,840,Y,860,0,860,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
867954044,308000,6600,Pave,NA,Inside,Gtl,Millard,UT,59,1Fam,8,1982,2003,HdBoard,Gd,0,816,Y,816,0,816,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
428235058,308000,6600,Pave,NA,Inside,Gtl,Boise,ID,59,1Fam,8,1982,2003,HdBoard,Gd,0,816,Y,816,0,816,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
151745263,308000,6600,Pave,NA,Inside,Gtl,Johnson,WY,59,1Fam,8,1982,2003,HdBoard,Gd,0,816,Y,816,0,816,1,0,1,0,2,4,0,Detchd,2,0,0,0,NA,Normal
832777399,351900,10825,Pave,NA,Inside,Gtl,Beaver,UT,73,1Fam,7,1983,1983,WdShing,TA,513,1260,Y,1260,0,1260,1,0,2,0,3,6,0,Attchd,2,0,0,0,NA,Normal
478087586,351900,10825,Pave,NA,Inside,Gtl,Kootenai,ID,73,1Fam,7,1983,1983,WdShing,TA,513,1260,Y,1260,0,1260,1,0,2,0,3,6,0,Attchd,2,0,0,0,NA,Normal
737630128,301000,8885,Pave,NA,Inside,Mod,Millard,UT,60,1Fam,5,1983,1983,HdBoard,TA,239,864,Y,902,0,902,1,0,1,0,2,5,0,Attchd,2,0,0,0,MnPrv,Normal
542653689,301000,8885,Pave,NA,Inside,Mod,Boundary,ID,60,1Fam,5,1983,1983,HdBoard,TA,239,864,Y,902,0,902,1,0,1,0,2,5,0,Attchd,2,0,0,0,MnPrv,Normal
169679006,301000,8885,Pave,NA,Inside,Mod,Johnson,WY,60,1Fam,5,1983,1983,HdBoard,TA,239,864,Y,902,0,902,1,0,1,0,2,5,0,Attchd,2,0,0,0,MnPrv,Normal
728001293,309000,11625,Pave,NA,Inside,Gtl,Millard,UT,60,1Fam,7,1983,1983,HdBoard,TA,220,816,Y,816,0,816,1,0,1,0,2,4,0,Attchd,1,0,0,0,MnPrv,Normal
525642730,309000,11625,Pave,NA,Inside,Gtl,Boundary,ID,60,1Fam,7,1983,1983,HdBoard,TA,220,816,Y,816,0,816,1,0,1,0,2,4,0,Attchd,1,0,0,0,MnPrv,Normal
114067854,309000,11625,Pave,NA,Inside,Gtl,Johnson,WY,60,1Fam,7,1983,1983,HdBoard,TA,220,816,Y,816,0,816,1,0,1,0,2,4,0,Attchd,1,0,0,0,MnPrv,Normal
742360773,344000,10960,Pave,NA,Inside,Gtl,Beaver,UT,75,1Fam,5,1984,1984,HdBoard,TA,1028,1284,Y,1284,0,1284,1,0,2,0,3,5,0,Attchd,2,0,192,0,NA,Abnorml
541364689,344000,10960,Pave,NA,Inside,Gtl,Kootenai,ID,75,1Fam,5,1984,1984,HdBoard,TA,1028,1284,Y,1284,0,1284,1,0,2,0,3,5,0,Attchd,2,0,192,0,NA,Abnorml
824151258,322000,7400,Pave,NA,CulDSac,Gtl,Duchesne,UT,83,1Fam,5,1984,1984,VinylSd,TA,0,1060,Y,1126,0,1126,1,0,1,0,2,5,0,Attchd,2,0,0,0,NA,Normal
505120787,322000,7400,Pave,NA,CulDSac,Gtl,Nez Perce,ID,83,1Fam,5,1984,1984,VinylSd,TA,0,1060,Y,1126,0,1126,1,0,1,0,2,5,0,Attchd,2,0,0,0,NA,Normal
851381403,312500,7937,Pave,NA,CulDSac,Gtl,Millard,UT,60,1Fam,6,1984,1984,HdBoard,TA,184,1003,Y,1003,0,1003,1,0,1,0,3,6,0,Detchd,2,0,0,0,GdPrv,Normal
491303890,312500,7937,Pave,NA,CulDSac,Gtl,Boundary,ID,60,1Fam,6,1984,1984,HdBoard,TA,184,1003,Y,1003,0,1003,1,0,1,0,3,6,0,Detchd,2,0,0,0,GdPrv,Normal
186462271,312500,7937,Pave,NA,CulDSac,Gtl,Johnson,WY,60,1Fam,6,1984,1984,HdBoard,TA,184,1003,Y,1003,0,1003,1,0,1,0,3,6,0,Detchd,2,0,0,0,GdPrv,Normal
850525314,289500,6951,Pave,NA,CulDSac,Gtl,Millard,UT,60,1Fam,5,1984,1985,HdBoard,TA,218,876,Y,923,0,923,1,0,1,0,3,5,0,Attchd,1,0,0,0,MnPrv,Normal
468844274,289500,6951,Pave,NA,CulDSac,Gtl,Boundary,ID,60,1Fam,5,1984,1985,HdBoard,TA,218,876,Y,923,0,923,1,0,1,0,3,5,0,Attchd,1,0,0,0,MnPrv,Normal
277929274,289500,6951,Pave,NA,CulDSac,Gtl,Johnson,WY,60,1Fam,5,1984,1985,HdBoard,TA,218,876,Y,923,0,923,1,0,1,0,3,5,0,Attchd,1,0,0,0,MnPrv,Normal
747215585,295000,7175,Pave,NA,Inside,Gtl,Garfield,UT,86,TwnhsE,5,1984,1984,Plywood,TA,0,744,Y,752,0,752,1,0,1,0,2,4,0,Attchd,1,0,90,0,MnPrv,Normal
477901328,295000,7175,Pave,NA,Inside,Gtl,Nez Perce,ID,86,TwnhsE,5,1984,1984,Plywood,TA,0,744,Y,752,0,752,1,0,1,0,2,4,0,Attchd,1,0,90,0,MnPrv,Normal
724706139,282000,8780,Pave,NA,Corner,Gtl,Millard,UT,60,1Fam,5,1985,1985,HdBoard,TA,208,833,Y,833,0,833,1,0,1,0,3,5,0,NA,0,0,0,0,MnPrv,Normal
475612148,282000,8780,Pave,NA,Corner,Gtl,Boise,ID,60,1Fam,5,1985,1985,HdBoard,TA,208,833,Y,833,0,833,1,0,1,0,3,5,0,NA,0,0,0,0,MnPrv,Normal
221391770,282000,8780,Pave,NA,Corner,Gtl,Johnson,WY,60,1Fam,5,1985,1985,HdBoard,TA,208,833,Y,833,0,833,1,0,1,0,3,5,0,NA,0,0,0,0,MnPrv,Normal
805749150,354000,12416,Pave,NA,Inside,Gtl,Davis,UT,100,1Fam,5,1986,1986,VinylSd,TA,0,1606,Y,1651,0,1651,1,0,2,0,3,7,1,Attchd,2,0,0,0,NA,Normal
536628690,354000,12416,Pave,NA,Inside,Gtl,Boise,ID,100,1Fam,5,1986,1986,VinylSd,TA,0,1606,Y,1651,0,1651,1,0,2,0,3,7,1,Attchd,2,0,0,0,NA,Normal
802818094,378000,13607,Pave,NA,Inside,Gtl,Weber,UT,34,1Fam,6,1986,1986,VinylSd,Gd,118,572,Y,1182,800,1982,1,0,2,1,3,6,1,BuiltIn,2,112,0,0,NA,Normal
580217767,378000,13607,Pave,NA,Inside,Gtl,Gem,ID,34,1Fam,6,1986,1986,VinylSd,Gd,118,572,Y,1182,800,1982,1,0,2,1,3,6,1,BuiltIn,2,112,0,0,NA,Normal
210555314,378000,13607,Pave,NA,Inside,Gtl,Albany,WY,34,1Fam,6,1986,1986,VinylSd,Gd,118,572,Y,1182,800,1982,1,0,2,1,3,6,1,BuiltIn,2,112,0,0,NA,Normal
795727284,352000,4740,Pave,NA,Inside,Gtl,Washington,UT,93,TwnhsE,5,1988,1988,CemntBd,TA,918,1166,Y,1179,0,1179,1,0,2,0,2,5,0,Attchd,2,108,135,0,NA,Normal
506250903,352000,4740,Pave,NA,Inside,Gtl,Adams,ID,93,TwnhsE,5,1988,1988,CemntBd,TA,918,1166,Y,1179,0,1179,1,0,2,0,2,5,0,Attchd,2,108,135,0,NA,Normal
797563253,447000,14364,Pave,NA,Inside,Mod,Garfield,UT,85,1Fam,5,1988,1989,Plywood,TA,92,1157,Y,1180,882,2062,1,0,2,1,3,7,1,Attchd,2,55,154,0,NA,Normal
574885811,447000,14364,Pave,NA,Inside,Mod,Nez Perce,ID,85,1Fam,5,1988,1989,Plywood,TA,92,1157,Y,1180,882,2062,1,0,2,1,3,7,1,Attchd,2,55,154,0,NA,Normal
702742340,370000,3907,Pave,NA,Inside,Mod,Juab,UT,7,TwnhsE,5,1988,1988,HdBoard,TA,427,1004,Y,1020,0,1020,1,0,1,0,1,4,0,Attchd,2,0,0,0,NA,Normal
580829289,370000,3907,Pave,NA,Inside,Mod,Adams,ID,7,TwnhsE,5,1988,1988,HdBoard,TA,427,1004,Y,1020,0,1020,1,0,1,0,1,4,0,Attchd,2,0,0,0,NA,Normal
261305727,370000,3907,Pave,NA,Inside,Mod,Park,WY,7,TwnhsE,5,1988,1988,HdBoard,TA,427,1004,Y,1020,0,1020,1,0,1,0,1,4,0,Attchd,2,0,0,0,NA,Normal
742404702,350000,8049,Pave,NA,CulDSac,Gtl,Davis,UT,99,1Fam,5,1990,1990,HdBoard,TA,256,1309,Y,1339,0,1339,1,0,2,0,2,6,1,Attchd,2,58,90,0,NA,Normal
461489482,350000,8049,Pave,NA,CulDSac,Gtl,Boise,ID,99,1Fam,5,1990,1990,HdBoard,TA,256,1309,Y,1339,0,1339,1,0,2,0,2,6,1,Attchd,2,58,90,0,NA,Normal
804312866,288500,11841,Grvl,NA,Inside,Gtl,Kane,UT,39,Duplex,5,1990,1990,HdBoard,Gd,0,816,Y,816,0,816,1,0,1,0,3,5,0,NA,0,32,0,0,NA,Normal
522490105,288500,11841,Grvl,NA,Inside,Gtl,Power,ID,39,Duplex,5,1990,1990,HdBoard,Gd,0,816,Y,816,0,816,1,0,1,0,3,5,0,NA,0,32,0,0,NA,Normal
213511575,288500,11841,Grvl,NA,Inside,Gtl,Fremont,WY,39,Duplex,5,1990,1990,HdBoard,Gd,0,816,Y,816,0,816,1,0,1,0,3,5,0,NA,0,32,0,0,NA,Normal
768401220,398500,9990,Pave,NA,Inside,Gtl,Millard,UT,58,1Fam,5,1991,1991,HdBoard,TA,297,1680,Y,1689,0,1689,1,0,2,0,3,6,1,Attchd,2,120,0,0,NA,Normal
563372920,398500,9990,Pave,NA,Inside,Gtl,Bingham,ID,58,1Fam,5,1991,1991,HdBoard,TA,297,1680,Y,1689,0,1689,1,0,2,0,3,6,1,Attchd,2,120,0,0,NA,Normal
172936781,398500,9990,Pave,NA,Inside,Gtl,Johnson,WY,58,1Fam,5,1991,1991,HdBoard,TA,297,1680,Y,1689,0,1689,1,0,2,0,3,6,1,Attchd,2,120,0,0,NA,Normal
811185473,322000,11070,Pave,NA,Inside,Gtl,Millard,UT,59,1Fam,5,1991,1991,HdBoard,TA,1527,1582,Y,1595,0,1595,1,0,2,0,2,5,0,Detchd,2,0,0,0,NA,Abnorml
551980856,322000,11070,Pave,NA,Inside,Gtl,Bingham,ID,59,1Fam,5,1991,1991,HdBoard,TA,1527,1582,Y,1595,0,1595,1,0,2,0,2,5,0,Detchd,2,0,0,0,NA,Abnorml
229202268,322000,11070,Pave,NA,Inside,Gtl,Johnson,WY,59,1Fam,5,1991,1991,HdBoard,TA,1527,1582,Y,1595,0,1595,1,0,2,0,2,5,0,Detchd,2,0,0,0,NA,Abnorml
760164269,380000,9928,Pave,NA,CulDSac,Gtl,Millard,UT,58,1Fam,5,1991,1992,HdBoard,TA,215,1454,Y,1478,0,1478,1,0,2,0,3,6,1,Attchd,2,22,0,0,NA,Normal
510256786,380000,9928,Pave,NA,CulDSac,Gtl,Bingham,ID,58,1Fam,5,1991,1992,HdBoard,TA,215,1454,Y,1478,0,1478,1,0,2,0,3,6,1,Attchd,2,22,0,0,NA,Normal
135310080,380000,9928,Pave,NA,CulDSac,Gtl,Johnson,WY,58,1Fam,5,1991,1992,HdBoard,TA,215,1454,Y,1478,0,1478,1,0,2,0,3,6,1,Attchd,2,22,0,0,NA,Normal
885744444,355000,7980,Pave,NA,Inside,Gtl,Box Elder,UT,44,1Fam,7,1992,2007,HdBoard,Gd,233,1168,Y,1187,0,1187,1,0,2,0,3,6,0,Attchd,2,21,0,0,GdPrv,Normal
455983593,355000,7980,Pave,NA,Inside,Gtl,Valley,ID,44,1Fam,7,1992,2007,HdBoard,Gd,233,1168,Y,1187,0,1187,1,0,2,0,3,6,0,Attchd,2,21,0,0,GdPrv,Normal
131887590,355000,7980,Pave,NA,Inside,Gtl,Weston,WY,44,1Fam,7,1992,2007,HdBoard,Gd,233,1168,Y,1187,0,1187,1,0,2,0,3,6,0,Attchd,2,21,0,0,GdPrv,Normal
827478967,319000,7669,Pave,NA,Inside,Gtl,Millard,UT,59,1Fam,6,1992,1993,HdBoard,TA,0,828,Y,883,0,883,1,0,1,0,2,5,1,Detchd,2,32,0,0,GdPrv,Normal
465033632,319000,7669,Pave,NA,Inside,Gtl,Bingham,ID,59,1Fam,6,1992,1993,HdBoard,TA,0,828,Y,883,0,883,1,0,1,0,2,5,1,Detchd,2,32,0,0,GdPrv,Normal
114948050,319000,7669,Pave,NA,Inside,Gtl,Johnson,WY,59,1Fam,6,1992,1993,HdBoard,TA,0,828,Y,883,0,883,1,0,1,0,2,5,1,Detchd,2,32,0,0,GdPrv,Normal
822913523,313000,14115,Pave,NA,Inside,Gtl,Millard,UT,58,1Fam,5,1993,1995,VinylSd,TA,64,796,Y,796,566,1362,1,0,1,1,1,5,0,Attchd,2,30,320,0,MnPrv,Normal
578785802,313000,14115,Pave,NA,Inside,Gtl,Bingham,ID,58,1Fam,5,1993,1995,VinylSd,TA,64,796,Y,796,566,1362,1,0,1,1,1,5,0,Attchd,2,30,320,0,MnPrv,Normal
157585603,313000,14115,Pave,NA,Inside,Gtl,Johnson,WY,58,1Fam,5,1993,1995,VinylSd,TA,64,796,Y,796,566,1362,1,0,1,1,1,5,0,Attchd,2,30,320,0,MnPrv,Normal
715172975,316000,8428,Pave,NA,Inside,Gtl,Tooele,UT,26,1Fam,7,1994,1994,VinylSd,Gd,570,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,1,0,0,0,NA,Normal
579936593,316000,8428,Pave,NA,Inside,Gtl,Canyon,ID,26,1Fam,7,1994,1994,VinylSd,Gd,570,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,1,0,0,0,NA,Normal
147637920,316000,8428,Pave,NA,Inside,Gtl,Carbon,WY,26,1Fam,7,1994,1994,VinylSd,Gd,570,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,1,0,0,0,NA,Normal
799414933,313000,9757,Pave,NA,Inside,Mod,Tooele,UT,27,1Fam,7,1994,1994,VinylSd,Gd,235,990,Y,990,0,990,1,0,1,0,3,5,0,Attchd,1,0,92,0,NA,Normal
803282795,308000,8072,Pave,NA,Inside,Gtl,Tooele,UT,27,1Fam,5,1994,1995,VinylSd,Gd,244,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,2,64,0,0,NA,Normal
466024525,313000,9757,Pave,NA,Inside,Mod,Cassia,ID,27,1Fam,7,1994,1994,VinylSd,Gd,235,990,Y,990,0,990,1,0,1,0,3,5,0,Attchd,1,0,92,0,NA,Normal
431713324,308000,8072,Pave,NA,Inside,Gtl,Cassia,ID,27,1Fam,5,1994,1995,VinylSd,Gd,244,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,2,64,0,0,NA,Normal
207420037,313000,9757,Pave,NA,Inside,Mod,Albany,WY,27,1Fam,7,1994,1994,VinylSd,Gd,235,990,Y,990,0,990,1,0,1,0,3,5,0,Attchd,1,0,92,0,NA,Normal
143282441,308000,8072,Pave,NA,Inside,Gtl,Albany,WY,27,1Fam,5,1994,1995,VinylSd,Gd,244,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,2,64,0,0,NA,Normal
860146867,325000,9750,Pave,NA,Inside,Mod,Tooele,UT,29,1Fam,7,1994,1994,VinylSd,TA,268,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,2,0,0,0,NA,Normal
471507681,325000,9750,Pave,NA,Inside,Mod,Cassia,ID,29,1Fam,7,1994,1994,VinylSd,TA,268,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,2,0,0,0,NA,Normal
234555173,325000,9750,Pave,NA,Inside,Mod,Albany,WY,29,1Fam,7,1994,1994,VinylSd,TA,268,990,Y,990,0,990,1,0,1,0,3,5,0,Detchd,2,0,0,0,NA,Normal
702556960,293600,8070,Pave,NA,Inside,Gtl,Tooele,UT,30,1Fam,5,1994,1995,VinylSd,TA,402,990,Y,990,0,990,1,0,1,0,3,5,0,NA,0,0,0,0,NA,Normal
408923022,293600,8070,Pave,NA,Inside,Gtl,Cassia,ID,30,1Fam,5,1994,1995,VinylSd,TA,402,990,Y,990,0,990,1,0,1,0,3,5,0,NA,0,0,0,0,NA,Normal
178354367,293600,8070,Pave,NA,Inside,Gtl,Albany,WY,30,1Fam,5,1994,1995,VinylSd,TA,402,990,Y,990,0,990,1,0,1,0,3,5,0,NA,0,0,0,0,NA,Normal
707767633,358000,8000,Pave,NA,Inside,Gtl,Box Elder,UT,43,1Fam,5,1995,1996,HdBoard,TA,554,773,Y,773,885,1658,1,0,2,1,3,8,1,Attchd,2,84,0,0,NA,Normal
487676416,358000,8000,Pave,NA,Inside,Gtl,Valley,ID,43,1Fam,5,1995,1996,HdBoard,TA,554,773,Y,773,885,1658,1,0,2,1,3,8,1,Attchd,2,84,0,0,NA,Normal
157150470,358000,8000,Pave,NA,Inside,Gtl,Weston,WY,43,1Fam,5,1995,1996,HdBoard,TA,554,773,Y,773,885,1658,1,0,2,1,3,8,1,Attchd,2,84,0,0,NA,Normal
791269434,439790,9920,Pave,NA,CulDSac,Gtl,Wasatch,UT,65,1Fam,5,1996,1997,MetalSd,TA,255,1117,Y,1127,886,2013,1,0,2,1,3,8,1,Attchd,2,130,0,0,NA,Normal
547136671,439790,9920,Pave,NA,CulDSac,Gtl,Franklin,ID,65,1Fam,5,1996,1997,MetalSd,TA,255,1117,Y,1127,886,2013,1,0,2,1,3,8,1,Attchd,2,130,0,0,NA,Normal
817208389,317900,16561,Pave,NA,Inside,Mod,Tooele,UT,31,1Fam,5,1996,1996,VinylSd,TA,548,1097,Y,1097,0,1097,1,0,1,1,3,6,0,Attchd,1,0,0,0,GdPrv,Normal
420581822,317900,16561,Pave,NA,Inside,Mod,Cassia,ID,31,1Fam,5,1996,1996,VinylSd,TA,548,1097,Y,1097,0,1097,1,0,1,1,3,6,0,Attchd,1,0,0,0,GdPrv,Normal
151304292,317900,16561,Pave,NA,Inside,Mod,Albany,WY,31,1Fam,5,1996,1996,VinylSd,TA,548,1097,Y,1097,0,1097,1,0,1,1,3,6,0,Attchd,1,0,0,0,GdPrv,Normal
885450162,374000,9303,Pave,NA,Corner,Gtl,Davis,UT,98,1Fam,5,1996,1997,VinylSd,TA,130,872,Y,888,868,1756,1,0,2,1,3,7,0,Attchd,2,122,0,0,NA,Normal
581900226,374000,9303,Pave,NA,Corner,Gtl,Boise,ID,98,1Fam,5,1996,1997,VinylSd,TA,130,872,Y,888,868,1756,1,0,2,1,3,7,0,Attchd,2,122,0,0,NA,Normal
767670226,329000,11105,Pave,NA,Corner,Gtl,Tooele,UT,29,1Fam,5,1996,1996,VinylSd,Gd,0,870,Y,965,0,965,1,0,1,0,2,4,0,Attchd,2,0,0,0,GdPrv,Normal
581908630,329000,11105,Pave,NA,Corner,Gtl,Cassia,ID,29,1Fam,5,1996,1996,VinylSd,Gd,0,870,Y,965,0,965,1,0,1,0,2,4,0,Attchd,2,0,0,0,GdPrv,Normal
231242871,329000,11105,Pave,NA,Corner,Gtl,Albany,WY,29,1Fam,5,1996,1996,VinylSd,Gd,0,870,Y,965,0,965,1,0,1,0,2,4,0,Attchd,2,0,0,0,GdPrv,Normal
889316307,330500,4500,Pave,NA,FR2,Gtl,Millard,UT,58,TwnhsE,5,1997,1997,VinylSd,TA,325,1189,Y,1189,0,1189,1,0,2,0,2,4,0,Attchd,2,122,0,0,NA,Normal
564652490,330500,4500,Pave,NA,FR2,Gtl,Bingham,ID,58,TwnhsE,5,1997,1997,VinylSd,TA,325,1189,Y,1189,0,1189,1,0,2,0,2,4,0,Attchd,2,122,0,0,NA,Normal
128418508,330500,4500,Pave,NA,FR2,Gtl,Johnson,WY,58,TwnhsE,5,1997,1997,VinylSd,TA,325,1189,Y,1189,0,1189,1,0,2,0,2,4,0,Attchd,2,122,0,0,NA,Normal
883781518,353500,8238,Pave,NA,Inside,Gtl,Box Elder,UT,41,1Fam,5,1997,1998,VinylSd,TA,113,813,Y,813,712,1525,1,0,2,1,3,6,1,Attchd,2,72,0,0,NA,Normal
514669096,353500,8238,Pave,NA,Inside,Gtl,Twin Falls,ID,41,1Fam,5,1997,1998,VinylSd,TA,113,813,Y,813,712,1525,1,0,2,1,3,6,1,Attchd,2,72,0,0,NA,Normal
147033610,353500,8238,Pave,NA,Inside,Gtl,Weston,WY,41,1Fam,5,1997,1998,VinylSd,TA,113,813,Y,813,712,1525,1,0,2,1,3,6,1,Attchd,2,72,0,0,NA,Normal
830567550,355000,11207,Pave,NA,FR2,Gtl,Box Elder,UT,45,1Fam,5,1997,1997,VinylSd,TA,88,802,Y,802,709,1511,1,0,2,1,3,8,1,Attchd,2,75,0,0,NA,Normal
532323274,355000,11207,Pave,NA,FR2,Gtl,Valley,ID,45,1Fam,5,1997,1997,VinylSd,TA,88,802,Y,802,709,1511,1,0,2,1,3,8,1,Attchd,2,75,0,0,NA,Normal
